,HAPPY,LIFE,AGE,CONINC,PARTYID,SOCOMMUN,SOCFREND,SOCBAR,SOCREL,HAPPARTNER,FAIR_C,TRUST_C,HELPFUl_C,CONINC_CAT,PARTYID_CAT
3410,2.0,,40.0,25200.0,6.0,7.0,7.0,7.0,2.0,,1.0,2.0,2.0,"$25,000-29,999",STRONG REPUBLICAN
3414,1.0,2.0,61.0,25200.0,6.0,,,,,1.0,2.0,1.0,1.0,"$25,000-29,999",STRONG REPUBLICAN
3419,1.0,,70.0,14280.0,0.0,1.0,1.0,7.0,1.0,,1.0,1.0,2.0,"$12,000-14,999",STRONG DEMOCRAT
3421,3.0,2.0,55.0,30240.0,6.0,,,,,,3.0,2.0,2.0,"$30,000-39,999",STRONG REPUBLICAN
3425,3.0,1.0,64.0,7560.0,0.0,,,,,,2.0,2.0,1.0,"$7,000-7,999",STRONG DEMOCRAT
3427,3.0,,25.0,15960.0,3.0,7.0,7.0,6.0,6.0,,3.0,3.0,3.0,"$15,000-19,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3430,3.0,2.0,60.0,9240.0,3.0,,,,,,1.0,2.0,3.0,"$9,000-9,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3433,2.0,2.0,54.0,94080.0,6.0,,,,,1.0,1.0,1.0,2.0,"$75,000-99,999",STRONG REPUBLICAN
3435,2.0,,38.0,21840.0,1.0,7.0,7.0,7.0,5.0,2.0,1.0,2.0,3.0,"$20,000-24,999",NOT VERY STRONG DEMOCRAT
3438,2.0,2.0,54.0,94080.0,5.0,,,,,1.0,3.0,3.0,3.0,"$75,000-99,999",NOT VERY STRONG REPUBLICAN
3443,3.0,,56.0,,3.0,4.0,4.0,7.0,1.0,,3.0,2.0,3.0,,"INDEPENDENT (NEITHER, NO RESPONSE)"
3446,3.0,,33.0,14280.0,4.0,7.0,4.0,7.0,6.0,,1.0,2.0,2.0,"$12,000-14,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3447,2.0,,28.0,21840.0,5.0,7.0,7.0,7.0,1.0,2.0,1.0,2.0,2.0,"$20,000-24,999",NOT VERY STRONG REPUBLICAN
3449,3.0,3.0,33.0,10920.0,4.0,,,,,,1.0,2.0,2.0,"$10,000-10,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3454,2.0,,40.0,30240.0,5.0,7.0,6.0,7.0,4.0,2.0,1.0,1.0,1.0,"$30,000-39,999",NOT VERY STRONG REPUBLICAN
3459,3.0,2.0,22.0,3024.0,2.0,,,,,,1.0,2.0,2.0,"$3,000-3,999","INDEPENDENT, CLOSE TO DEMOCRAT"
3460,3.0,3.0,,36960.0,3.0,,,,,,1.0,2.0,2.0,"$30,000-39,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3463,1.0,,20.0,107520.0,4.0,6.0,2.0,4.0,1.0,,1.0,2.0,1.0,"$100,000-999,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3472,2.0,2.0,28.0,,,,,,,,2.0,1.0,1.0,,
3474,2.0,2.0,42.0,,2.0,,,,,,3.0,2.0,3.0,,"INDEPENDENT, CLOSE TO DEMOCRAT"
3475,3.0,2.0,21.0,6048.0,3.0,,,,,,1.0,2.0,1.0,"$6,000-6,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3476,3.0,,31.0,336.0,3.0,,,,,,1.0,2.0,2.0,$1-999,"INDEPENDENT (NEITHER, NO RESPONSE)"
3477,3.0,1.0,73.0,36960.0,4.0,,,,,,2.0,1.0,2.0,"$30,000-39,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3478,2.0,,66.0,67200.0,6.0,4.0,3.0,6.0,5.0,2.0,2.0,2.0,1.0,"$50,000-74,999",STRONG REPUBLICAN
3483,2.0,,41.0,18480.0,5.0,3.0,4.0,6.0,2.0,2.0,3.0,2.0,3.0,"$15,000-19,999",NOT VERY STRONG REPUBLICAN
3491,1.0,1.0,66.0,94080.0,6.0,,,,,1.0,2.0,1.0,1.0,"$75,000-99,999",STRONG REPUBLICAN
3498,1.0,1.0,66.0,45360.0,0.0,,,,,1.0,2.0,3.0,3.0,"$40,000-49,999",STRONG DEMOCRAT
3502,3.0,,65.0,2352.0,6.0,4.0,4.0,7.0,3.0,2.0,2.0,2.0,1.0,"$2,000-2,999",STRONG REPUBLICAN
3508,2.0,2.0,86.0,,6.0,,,,,2.0,2.0,1.0,1.0,,STRONG REPUBLICAN
3511,2.0,2.0,51.0,67200.0,5.0,,,,,,3.0,3.0,3.0,"$50,000-74,999",NOT VERY STRONG REPUBLICAN
3515,1.0,1.0,25.0,45360.0,7.0,,,,,1.0,2.0,1.0,2.0,"$40,000-49,999",OTHER PARTY 
3517,3.0,2.0,74.0,15960.0,0.0,,,,,,3.0,1.0,3.0,"$15,000-19,999",STRONG DEMOCRAT
3524,2.0,,78.0,36960.0,3.0,5.0,5.0,7.0,3.0,1.0,2.0,2.0,1.0,"$30,000-39,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3529,1.0,,64.0,168736.0,6.0,2.0,3.0,6.0,2.0,,1.0,2.0,2.0,"$100,000-999,999",STRONG REPUBLICAN
3531,3.0,1.0,66.0,55440.0,0.0,,,,,,2.0,2.0,2.0,"$50,000-74,999",STRONG DEMOCRAT
3535,1.0,1.0,66.0,30240.0,0.0,,,,,1.0,2.0,1.0,1.0,"$30,000-39,999",STRONG DEMOCRAT
3538,3.0,2.0,84.0,14280.0,6.0,,,,,,1.0,2.0,2.0,"$12,000-14,999",STRONG REPUBLICAN
